SpoolID,Start Date,Processing Time in Days,Finish Date,Due Date,Processing Time,Required Resources,8,Processing time in days = Processign time/8,,,,,Required resources = random number between 2 and 4 inclusive
631005373,4/15/2020,1.294406667,4/16/2020,4/28/2020,10.35525333,3,,,,,,,
631005374,3/26/2020,4.353825,3/30/2020,4/7/2020,34.8306,3,,,,,,,
631005375,4/27/2020,1.282046875,4/28/2020,5/19/2020,10.256375,3,,,,,,,
631005376,4/27/2020,1.282046875,4/28/2020,5/19/2020,10.256375,2,,,,,,,
631005377,4/4/2020,4.216888438,4/8/2020,5/9/2020,33.7351075,4,,,,,,,
631005378,5/8/2020,2.7599725,5/10/2020,5/28/2020,22.07978,3,,,,,,,
631005379,3/26/2020,2.270765,3/28/2020,5/1/2020,18.16612,2,,,,,,,
631005380,4/4/2020,1.124100625,4/5/2020,5/9/2020,8.992805,4,,,,,,,
631005381,4/4/2020,2.812295,4/6/2020,4/28/2020,22.49836,2,,,,,,,
631005382,4/3/2020,3.026650625,4/6/2020,5/21/2020,24.213205,2,,,,,,,
631005383,5/19/2020,1.2976675,5/20/2020,6/22/2020,10.38134,3,,,,,,,
631005384,4/21/2020,16.75767792,5/7/2020,7/22/2020,134.0614233,3,,,,,,,
631005385,4/3/2020,2.733321875,4/5/2020,5/6/2020,21.866575,2,,,,,,,
631005386,4/3/2020,1.733321875,4/4/2020,5/22/2020,13.866575,3,,,,,,,
631005387,4/3/2020,2.169228125,4/5/2020,4/28/2020,17.353825,3,,,,,,,
631005388,4/3/2020,1.733321875,4/4/2020,5/6/2020,13.866575,3,,,,,,,
631005389,4/3/2020,2.071778125,4/5/2020,5/5/2020,16.574225,4,,,,,,,
631005390,4/3/2020,2.620503125,4/5/2020,4/30/2020,20.964025,2,,,,,,,
631005391,4/3/2020,1.33845625,4/4/2020,5/21/2020,10.70765,4,,,,,,,
631005392,4/16/2020,2.1299675,4/18/2020,5/7/2020,17.03974,4,,,,,,,
631005393,4/16/2020,4.11281875,4/20/2020,4/28/2020,32.90255,4,,,,,,,
631005394,5/11/2020,1.169228125,5/12/2020,5/28/2020,9.353825,2,,,,,,,
631005395,5/23/2020,2.28430325,5/25/2020,6/16/2020,18.274426,4,,,,,,,
631005397,4/30/2020,1.141023438,5/1/2020,5/28/2020,9.1281875,2,,,,,,,
631005398,5/29/2020,9.3954925,6/7/2020,7/6/2020,75.16394,4,,,,,,,
631005399,5/20/2020,2.270765,5/22/2020,6/3/2020,18.16612,2,,,,,,,
631005400,5/20/2020,2.07826,5/22/2020,6/11/2020,16.62608,3,,,,,,,
631005401,5/20/2020,1.62727225,5/21/2020,6/8/2020,13.018178,4,,,,,,,
631005402,5/20/2020,1.5144535,5/21/2020,6/12/2020,12.115628,2,,,,,,,
631005403,4/28/2020,1.930754688,4/29/2020,6/2/2020,15.4460375,4,,,,,,,
631005404,5/20/2020,8.36102,5/28/2020,6/9/2020,66.88816,2,,,,,,,
631005405,5/23/2020,1.60922125,5/24/2020,6/16/2020,12.87377,4,,,,,,,
631005406,5/20/2020,1.451275,5/21/2020,7/8/2020,11.6102,3,,,,,,,
631005407,5/20/2020,8.394865625,5/28/2020,7/8/2020,67.158925,4,,,,,,,
631005408,5/20/2020,1.12228125,5/21/2020,7/2/2020,8.97825,4,,,,,,,
631005409,5/29/2020,2.2725955,5/31/2020,7/8/2020,18.180764,3,,,,,,,
631005410,5/29/2020,1.768295688,5/30/2020,7/24/2020,14.1463655,4,,,,,,,
631005411,5/23/2020,1.812295,5/24/2020,9/16/2020,14.49836,3,,,,,,,
631005412,5/11/2020,2.33845625,5/13/2020,5/29/2020,18.70765,4,,,,,,,
631005413,5/23/2020,4.60922125,5/27/2020,6/25/2020,36.87377,2,,,,,,,
631005414,5/23/2020,2.4061475,5/25/2020,7/15/2020,19.24918,2,,,,,,,
631005415,5/23/2020,2.24100625,5/25/2020,6/12/2020,17.92805,3,,,,,,,
631005416,4/29/2020,1.2256375,4/30/2020,4/29/2020,9.8051,2,,,,,,,
631005417,4/30/2020,1.028204688,5/1/2020,5/6/2020,8.2256375,2,,,,,,,
631005418,4/30/2020,1.155125781,5/1/2020,5/10/2020,9.24100625,4,,,,,,,
631005419,4/30/2020,1.155125781,5/1/2020,5/10/2020,9.24100625,3,,,,,,,
631005420,5/9/2020,1.056409375,5/10/2020,5/29/2020,8.451275,2,,,,,,,
631005421,6/11/2020,3.54153,6/14/2020,6/26/2020,28.33224,4,,,,,,,
631005422,6/23/2020,2.366660938,6/25/2020,6/25/2020,18.9332875,4,,,,,,,
631005423,6/23/2020,5.394865625,6/28/2020,6/25/2020,43.158925,4,,,,,,,
631005425,6/23/2020,6.253842188,6/29/2020,6/25/2020,50.0307375,2,,,,,,,
631005426,6/23/2020,7.33845625,6/30/2020,6/25/2020,58.70765,4,,,,,,,
631005427,6/23/2020,7.169228125,6/30/2020,6/26/2020,57.353825,2,,,,,,,
631005428,8/12/2020,2.33845625,8/14/2020,9/16/2020,18.70765,3,,,,,,,
631005429,8/12/2020,1.60922125,8/13/2020,9/16/2020,12.87377,4,,,,,,,
631005430,8/12/2020,1.4061475,8/13/2020,9/16/2020,11.24918,2,,,,,,,
631006001,1/4/2020,1.293940833,1/5/2020,4/6/2020,10.35152667,3,,,,,,,
631006002,5/1/2020,4.162459,5/5/2020,5/11/2020,33.299672,3,,,,,,,
631006003,1/4/2020,5.324918,1/9/2020,2/7/2020,42.599344,4,,,,,,,
631006004,5/1/2020,2.4783515,5/3/2020,5/15/2020,19.826812,3,,,,,,,
631006007,1/4/2020,3.6769125,1/7/2020,2/7/2020,29.4153,3,,,,,,,
631006008,5/1/2020,1.7310655,5/2/2020,5/20/2020,13.848524,4,,,,,,,
631006009,5/1/2020,1.866448,5/2/2020,5/14/2020,14.931584,3,,,,,,,
631006010,2/20/2020,2.30235425,2/22/2020,6/18/2020,18.418834,3,,,,,,,
631006011,5/12/2020,1.595683,5/13/2020,7/9/2020,12.765464,2,,,,,,,
631006012,5/12/2020,1.57311925,5/13/2020,7/9/2020,12.584954,2,,,,,,,
631006013,5/12/2020,11.1895355,5/23/2020,7/22/2020,89.516284,2,,,,,,,
631006014,5/15/2020,6.761526563,5/21/2020,6/1/2020,54.0922125,4,,,,,,,
631006015,2/11/2020,1.128104167,2/12/2020,4/27/2020,9.024833333,2,,,,,,,
631006017,1/4/2020,1.33845625,1/5/2020,2/21/2020,10.70765,3,,,,,,,
631006018,5/8/2020,1.151395833,5/9/2020,5/28/2020,9.211166667,2,,,,,,,
631006019,5/8/2020,5.110635417,5/13/2020,5/28/2020,40.88508333,3,,,,,,,
631006020,5/8/2020,1.1895355,5/9/2020,5/12/2020,9.516284,3,,,,,,,
631006021,5/8/2020,4.10062,5/12/2020,5/28/2020,32.80496,4,,,,,,,
631006022,5/8/2020,5.225463333,5/13/2020,6/5/2020,41.80370667,4,,,,,,,
631006023,5/8/2020,1.286559625,5/9/2020,5/19/2020,10.292477,3,,,,,,,
631006024,5/8/2020,1.286559625,5/9/2020,5/19/2020,10.292477,2,,,,,,,
631006025,5/1/2020,3.54153,5/4/2020,6/1/2020,28.33224,4,,,,,,,
631006026,1/4/2020,6.569734688,1/10/2020,3/16/2020,52.5578775,4,,,,,,,
631006027,5/8/2020,9.336199875,5/17/2020,6/2/2020,74.689599,3,,,,,,,
631006028,1/16/2020,5.169228125,1/21/2020,4/9/2020,41.353825,3,,,,,,,
631006029,1/20/2020,2.2256375,1/22/2020,2/19/2020,17.8051,4,,,,,,,
631006030,1/16/2020,3.084614063,1/19/2020,2/7/2020,24.6769125,4,,,,,,,
631006031,5/1/2020,2.9476775,5/3/2020,6/2/2020,23.58142,2,,,,,,,
631006032,5/6/2020,2.575375625,5/8/2020,5/22/2020,20.603005,4,,,,,,,
631006033,5/14/2020,3.288350833,5/17/2020,6/12/2020,26.30680667,3,,,,,,,
631006034,5/1/2020,3.1353825,5/4/2020,5/8/2020,25.08306,3,,,,,,,
631006035,5/4/2020,2.451275,5/6/2020,5/12/2020,19.6102,3,,,,,,,
631006036,5/8/2020,1.1802775,5/9/2020,5/26/2020,9.44222,2,,,,,,,
631006037,5/8/2020,1.154656667,5/9/2020,5/25/2020,9.237253333,4,,,,,,,
631006038,5/12/2020,1.113663333,5/13/2020,5/22/2020,8.909306667,3,,,,,,,
631006039,5/8/2020,2.705117188,5/10/2020,5/27/2020,21.6409375,3,,,,,,,
631006040,5/8/2020,2.462556875,5/10/2020,5/29/2020,19.700455,4,,,,,,,
631006041,5/8/2020,2.2797905,5/10/2020,6/1/2020,18.238324,3,,,,,,,
631006042,5/8/2020,5.084614063,5/13/2020,5/21/2020,40.6769125,2,,,,,,,
631006043,5/19/2020,2.203802083,5/21/2020,6/23/2020,17.63041667,3,,,,,,,
631006044,5/8/2020,1.084614063,5/9/2020,5/21/2020,8.6769125,4,,,,,,,
631006045,5/8/2020,1.084614063,5/9/2020,5/15/2020,8.6769125,4,,,,,,,
631006046,5/19/2020,2.249329438,5/21/2020,6/4/2020,17.9946355,2,,,,,,,
631006047,1/16/2020,2.084614063,1/18/2020,2/7/2020,16.6769125,3,,,,,,,
631006048,1/16/2020,1.6769125,1/17/2020,5/22/2020,13.4153,2,,,,,,,
631006049,5/8/2020,3.259483125,5/11/2020,5/27/2020,26.075865,4,,,,,,,
631006050,5/8/2020,2.231278438,5/10/2020,5/26/2020,17.8502275,3,,,,,,,
631006051,5/8/2020,2.259483125,5/10/2020,5/15/2020,18.075865,4,,,,,,,
631006052,1/4/2020,3.47383875,1/7/2020,3/18/2020,27.79071,3,,,,,,,
631006053,1/16/2020,1.270765,1/17/2020,5/21/2020,10.16612,3,,,,,,,
631006054,1/4/2020,2.141023438,1/6/2020,2/7/2020,17.1281875,4,,,,,,,
631006055,5/1/2020,2.163973333,5/3/2020,6/3/2020,17.31178667,3,,,,,,,
631006056,5/8/2020,6.469326,5/14/2020,7/16/2020,51.754608,4,,,,,,,
631006057,5/15/2020,3.34029125,5/18/2020,7/13/2020,26.72233,3,,,,,,,
631006058,5/1/2020,2.4603005,5/3/2020,5/26/2020,19.682404,4,,,,,,,
631006059,4/18/2020,4.17599725,4/22/2020,5/11/2020,33.407978,2,,,,,,,
631006060,4/18/2020,4.33845625,4/22/2020,5/11/2020,34.70765,3,,,,,,,
631006061,5/29/2020,4.159315,6/2/2020,7/14/2020,33.27452,2,,,,,,,
631006062,2/20/2020,1.31137975,2/21/2020,5/19/2020,10.491038,2,,,,,,,
631006063,2/13/2020,2.487377,2/15/2020,6/2/2020,19.899016,4,,,,,,,
631006064,4/27/2020,1.8935245,4/28/2020,6/18/2020,15.148196,3,,,,,,,
631006065,4/18/2020,9.136955,4/27/2020,7/21/2020,73.09564,3,,,,,,,
631006066,4/21/2020,1.12298,4/22/2020,7/15/2020,8.98384,2,,,,,,,
631006067,5/15/2020,4.054968333,5/19/2020,6/18/2020,32.43974667,4,,,,,,,
631006068,5/8/2020,6.08306,5/14/2020,6/18/2020,48.66448,4,,,,,,,
631006069,5/8/2020,2.4472,5/10/2020,7/7/2020,19.5776,3,,,,,,,
631006070,2/13/2020,1.507684375,2/14/2020,5/21/2020,12.061475,3,,,,,,,
631006071,5/8/2020,1.093166667,5/9/2020,6/1/2020,8.745333333,4,,,,,,,
631006072,5/8/2020,1.377942813,5/9/2020,5/21/2020,11.0235425,4,,,,,,,
631006073,5/8/2020,1.028204688,5/9/2020,5/21/2020,8.2256375,4,,,,,,,
631006074,5/8/2020,1.084614063,5/9/2020,5/22/2020,8.6769125,4,,,,,,,
631006075,2/13/2020,1.253842188,2/14/2020,5/28/2020,10.0307375,2,,,,,,,
631006076,2/13/2020,5.084614063,2/18/2020,3/5/2020,40.6769125,4,,,,,,,
631006077,3/6/2020,10.14102344,3/16/2020,4/23/2020,81.1281875,4,,,,,,,
631006078,2/13/2020,12.02329167,2/25/2020,5/6/2020,96.18633333,3,,,,,,,
631006079,5/15/2020,4.08734375,5/19/2020,6/4/2020,32.69875,3,,,,,,,
631006080,2/13/2020,2.097825,2/15/2020,4/22/2020,16.7826,3,,,,,,,
631006081,2/13/2020,1.041925,2/14/2020,3/30/2020,8.3354,4,,,,,,,
631006082,2/13/2020,1.1353825,2/14/2020,5/15/2020,9.08306,2,,,,,,,
631006083,2/13/2020,8.1353825,2/21/2020,3/16/2020,65.08306,3,,,,,,,
631006084,5/8/2020,1.33845625,5/9/2020,5/27/2020,10.70765,3,,,,,,,
631006085,2/13/2020,1.253842188,2/14/2020,5/26/2020,10.0307375,2,,,,,,,
631006086,2/20/2020,11.31025156,3/2/2020,6/15/2020,90.4820125,2,,,,,,,
631006087,4/3/2020,4.451275,4/7/2020,4/29/2020,35.6102,3,,,,,,,
631006088,2/13/2020,5.058229167,2/18/2020,4/6/2020,40.46583333,2,,,,,,,
631006089,2/13/2020,2.08035625,2/15/2020,5/1/2020,16.64285,2,,,,,,,
631006090,2/13/2020,1.046583333,2/14/2020,3/23/2020,8.372666667,3,,,,,,,
631006091,2/13/2020,1.2256375,2/14/2020,4/3/2020,9.8051,4,,,,,,,
631006093,4/23/2020,3.449018625,4/26/2020,5/7/2020,27.592149,3,,,,,,,
631006094,4/23/2020,2.972497625,4/25/2020,5/7/2020,23.779981,4,,,,,,,
631006095,2/20/2020,1.306867,2/21/2020,5/4/2020,10.454936,3,,,,,,,
631006096,2/20/2020,5.324918,2/25/2020,3/4/2020,42.599344,2,,,,,,,
631006097,4/23/2020,2.449018625,4/25/2020,5/7/2020,19.592149,2,,,,,,,
631006098,4/23/2020,1.972497625,4/24/2020,5/7/2020,15.779981,3,,,,,,,
631006099,2/20/2020,3.306867,2/23/2020,3/17/2020,26.454936,2,,,,,,,
631006100,2/20/2020,1.324918,2/21/2020,3/12/2020,10.599344,3,,,,,,,
631006101,5/23/2020,2.310251563,5/25/2020,7/20/2020,18.4820125,2,,,,,,,
631006102,5/23/2020,1.253842188,5/24/2020,7/15/2020,10.0307375,3,,,,,,,
631006104,5/15/2020,1.234663,5/16/2020,7/8/2020,9.877304,4,,,,,,,
631006105,5/15/2020,1.054968333,5/16/2020,7/9/2020,8.439746667,3,,,,,,,
631006106,2/20/2020,1.234663,2/21/2020,6/2/2020,9.877304,3,,,,,,,
631006107,2/20/2020,1.26625225,2/21/2020,5/19/2020,10.130018,3,,,,,,,
631006108,5/15/2020,4.054968333,5/19/2020,6/18/2020,32.43974667,2,,,,,,,
631006109,2/20/2020,2.47383875,2/22/2020,3/13/2020,19.79071,2,,,,,,,
631006110,5/8/2020,3.291072375,5/11/2020,5/29/2020,26.328579,4,,,,,,,
631006111,5/8/2020,1.291072375,5/9/2020,6/5/2020,10.328579,2,,,,,,,
631006112,2/20/2020,1.54153,2/21/2020,3/28/2020,12.33224,2,,,,,,,
631006113,5/15/2020,1.121116667,5/16/2020,6/4/2020,8.968933333,2,,,,,,,
631006114,5/15/2020,1.048446667,5/16/2020,6/1/2020,8.387573333,4,,,,,,,
631006115,5/15/2020,1.26625225,5/16/2020,5/29/2020,10.130018,3,,,,,,,
631006116,5/15/2020,1.054968333,5/16/2020,5/27/2020,8.439746667,4,,,,,,,
631006117,5/15/2020,1.164905,5/16/2020,6/18/2020,9.31924,2,,,,,,,
631006119,2/20/2020,1.270765,2/21/2020,5/2/2020,10.16612,4,,,,,,,
631006120,2/20/2020,19.1118,3/10/2020,5/5/2020,152.8944,4,,,,,,,
631006121,5/1/2020,1.72204,5/2/2020,5/13/2020,13.77632,3,,,,,,,
631006122,5/23/2020,2.167234167,5/25/2020,6/4/2020,17.33787333,4,,,,,,,
631006123,5/8/2020,2.25722675,5/10/2020,6/8/2020,18.057814,4,,,,,,,
631006124,5/8/2020,4.059626667,5/12/2020,5/28/2020,32.47701333,4,,,,,,,
631006125,5/19/2020,1.197432813,5/20/2020,6/2/2020,9.5794625,3,,,,,,,
631006126,2/20/2020,4.433224,2/24/2020,3/23/2020,35.465792,3,,,,,,,
631006127,2/20/2020,1.649836,2/21/2020,3/24/2020,13.198688,4,,,,,,,
631006128,5/1/2020,1.720911813,5/2/2020,5/21/2020,13.7672945,4,,,,,,,
631006129,2/20/2020,5.270765,2/25/2020,3/25/2020,42.16612,3,,,,,,,
631006130,5/15/2020,2.1895355,5/17/2020,7/14/2020,17.516284,3,,,,,,,
631006131,4/23/2020,3.649836,4/26/2020,5/2/2020,29.198688,4,,,,,,,
631006132,4/23/2020,3.649836,4/26/2020,5/4/2020,29.198688,3,,,,,,,
631006133,5/15/2020,2.136955,5/17/2020,6/5/2020,17.09564,2,,,,,,,
631006134,5/21/2020,1.1353825,5/22/2020,6/19/2020,9.08306,3,,,,,,,
631006135,5/21/2020,1.20307375,5/22/2020,6/19/2020,9.62459,2,,,,,,,
631006136,6/3/2020,15.324918,6/18/2020,7/16/2020,122.599344,4,,,,,,,
631006137,5/12/2020,1.193320833,5/13/2020,7/23/2020,9.546566667,3,,,,,,,
631006138,5/19/2020,2.108306,5/21/2020,6/30/2020,16.866448,3,,,,,,,
631006139,5/8/2020,5.510553333,5/13/2020,5/20/2020,44.08442667,2,,,,,,,
631006140,5/8/2020,1.068943333,5/9/2020,5/20/2020,8.551546667,4,,,,,,,
631006141,5/8/2020,3.208714688,5/11/2020,5/26/2020,25.6697175,4,,,,,,,
631006142,4/27/2020,1.17599725,4/28/2020,5/19/2020,9.407978,2,,,,,,,
631006143,4/27/2020,1.39260925,4/28/2020,5/11/2020,11.140874,2,,,,,,,
631006144,4/27/2020,2.776193,4/29/2020,5/22/2020,22.209544,2,,,,,,,
631006145,5/15/2020,2.06769125,5/17/2020,6/5/2020,16.54153,2,,,,,,,
631006146,5/1/2020,1.710758125,5/2/2020,5/20/2020,13.686065,2,,,,,,,
631006147,5/10/2020,4.597939375,5/14/2020,6/3/2020,36.783515,4,,,,,,,
631006148,5/8/2020,7.028204688,5/15/2020,5/28/2020,56.2256375,4,,,,,,,
631006149,5/1/2020,2.33845625,5/3/2020,5/26/2020,18.70765,2,,,,,,,
631006150,4/28/2020,2.164715375,4/30/2020,5/11/2020,17.317723,4,,,,,,,
631006151,4/28/2020,1.33845625,4/29/2020,5/12/2020,10.70765,4,,,,,,,
631006152,5/1/2020,4.083384167,5/5/2020,6/16/2020,32.66707333,3,,,,,,,
631006153,5/4/2020,5.649836,5/9/2020,5/11/2020,45.198688,2,,,,,,,
631006154,4/23/2020,6.155264,4/29/2020,5/4/2020,49.242112,4,,,,,,,
631006155,5/6/2020,1.197513333,5/7/2020,5/12/2020,9.580106667,3,,,,,,,
631006156,5/9/2020,3.199376667,5/12/2020,6/10/2020,25.59501333,4,,,,,,,
631006157,5/21/2020,1.332815313,5/22/2020,6/26/2020,10.6625225,4,,,,,,,
631006158,5/21/2020,2.0992805,5/23/2020,6/16/2020,16.794244,3,,,,,,,
631006159,4/16/2020,7.23015025,4/23/2020,5/7/2020,57.841202,2,,,,,,,
631006160,5/29/2020,1.20307375,5/30/2020,7/14/2020,9.62459,3,,,,,,,
631006161,6/3/2020,1.66337425,6/4/2020,7/14/2020,13.306994,3,,,,,,,
631006162,6/3/2020,1.12184425,6/4/2020,7/13/2020,8.974754,3,,,,,,,
631006163,9/4/2020,9.324918,9/13/2020,10/19/2020,74.599344,3,,,,,,,
631006164,9/4/2020,1.1353825,9/5/2020,10/23/2020,9.08306,4,,,,,,,
631006165,8/20/2020,1.25722675,8/21/2020,9/2/2020,10.057814,3,,,,,,,
631006166,9/14/2020,1.084614063,9/15/2020,10/26/2020,8.6769125,2,,,,,,,
631006167,9/14/2020,1.11281875,9/15/2020,9/28/2020,8.90255,2,,,,,,,
631006168,8/20/2020,1.27527775,8/21/2020,9/2/2020,10.202222,2,,,,,,,
631006169,8/20/2020,1.449018625,8/21/2020,9/10/2020,11.592149,2,,,,,,,
631007001,4/3/2020,27.1353825,4/30/2020,5/3/2020,217.08306,2,,,,,,,
631007002,4/3/2020,18.66563063,4/21/2020,5/1/2020,149.325045,3,,,,,,,
631007003,4/16/2020,2.207160625,4/18/2020,5/27/2020,17.657285,4,,,,,,,
631007004,4/3/2020,2.08306,4/5/2020,5/11/2020,16.66448,3,,,,,,,
631007005,3/19/2020,19.34973813,4/7/2020,5/4/2020,154.797905,4,,,,,,,
631007006,4/3/2020,2.026650625,4/5/2020,5/5/2020,16.213205,4,,,,,,,
631007007,3/19/2020,7.18051,3/26/2020,4/29/2020,57.44408,2,,,,,,,
631007008,2/4/2020,1.433224,2/5/2020,3/9/2020,11.465792,3,,,,,,,
631007009,2/4/2020,6.649836,2/10/2020,3/3/2020,53.198688,3,,,,,,,
631007010,4/16/2020,1.720911813,4/17/2020,5/8/2020,13.7672945,3,,,,,,,
631007012,3/19/2020,3.056409375,3/22/2020,4/1/2020,24.451275,3,,,,,,,
631007013,3/19/2020,3.169228125,3/22/2020,4/2/2020,25.353825,4,,,,,,,
631008001,2/20/2020,4.399378375,2/24/2020,3/25/2020,35.195027,3,,,,,,,
631008003,2/20/2020,2.423070313,2/22/2020,5/11/2020,19.3845625,2,,,,,,,
631008004,2/11/2020,4.310251563,2/15/2020,4/29/2020,34.4820125,4,,,,,,,
631008005,2/13/2020,2.046583333,2/15/2020,6/17/2020,16.37266667,4,,,,,,,
631008006,2/4/2020,3.1677,2/7/2020,3/4/2020,25.3416,4,,,,,,,
631008007,4/16/2020,12.49865888,4/28/2020,5/14/2020,99.989271,3,,,,,,,
631008008,4/16/2020,2.43392375,4/18/2020,5/5/2020,19.47139,3,,,,,,,
631008009,5/10/2020,1.2808975,5/11/2020,6/4/2020,10.24718,3,,,,,,,
631008011,2/4/2020,3.276405938,2/7/2020,2/19/2020,26.2112475,4,,,,,,,
631008012,3/26/2020,4.505428,3/30/2020,4/16/2020,36.043424,4,,,,,,,
631008013,4/3/2020,2.449720938,4/5/2020,5/7/2020,19.5977675,2,,,,,,,
631008014,4/3/2020,1.477223313,4/4/2020,9/16/2020,11.8177865,4,,,,,,,
631008015,3/19/2020,1.1353825,3/20/2020,4/16/2020,9.08306,2,,,,,,,
631008016,3/19/2020,1.375686438,3/20/2020,4/1/2020,11.0054915,4,,,,,,,
631008019,3/12/2020,2.193786667,3/14/2020,4/24/2020,17.55029333,4,,,,,,,
631008020,2/4/2020,2.276405938,2/6/2020,2/19/2020,18.2112475,3,,,,,,,
631008021,2/20/2020,4.376814625,2/24/2020,3/12/2020,35.014517,2,,,,,,,
631008022,4/24/2020,2.26832,4/26/2020,5/22/2020,18.14656,2,,,,,,,
631008023,2/4/2020,2.1677,2/6/2020,3/4/2020,17.3416,3,,,,,,,
631008024,4/16/2020,12.49865888,4/28/2020,5/14/2020,99.989271,4,,,,,,,
631008025,4/16/2020,1.43392375,4/17/2020,5/19/2020,11.47139,2,,,,,,,
631008026,4/16/2020,1.285555833,4/17/2020,5/11/2020,10.28444667,3,,,,,,,
631008027,3/19/2020,8.197432813,3/27/2020,4/13/2020,65.5794625,2,,,,,,,
631008028,3/26/2020,10.19743281,4/5/2020,4/9/2020,81.5794625,2,,,,,,,
631008030,3/19/2020,10.27640594,3/29/2020,4/18/2020,82.2112475,4,,,,,,,
631008031,3/26/2020,3.505428,3/29/2020,4/16/2020,28.043424,2,,,,,,,
631008033,4/16/2020,5.449720938,4/21/2020,5/7/2020,43.5977675,4,,,,,,,
631008034,3/19/2020,3.1353825,3/22/2020,4/3/2020,25.08306,3,,,,,,,
631008035,3/19/2020,7.375686438,3/26/2020,4/27/2020,59.0054915,4,,,,,,,
631008036,3/12/2020,2.43773675,3/14/2020,4/16/2020,19.501894,2,,,,,,,
631008037,3/19/2020,1.375686438,3/20/2020,4/1/2020,11.0054915,2,,,,,,,
631008038,3/19/2020,3.53701725,3/22/2020,6/2/2020,28.296138,2,,,,,,,
631008039,3/19/2020,1.082918333,3/20/2020,4/28/2020,8.663346667,3,,,,,,,
631008040,2/4/2020,3.276405938,2/7/2020,2/19/2020,26.2112475,2,,,,,,,
631008041,2/4/2020,1.559581,2/5/2020,2/14/2020,12.476648,2,,,,,,,
631008042,2/4/2020,1.130433333,2/5/2020,4/9/2020,9.043466667,3,,,,,,,
631008043,2/20/2020,3.1076075,2/23/2020,3/26/2020,24.86086,4,,,,,,,
631008044,2/20/2020,1.14534,2/21/2020,3/26/2020,9.16272,3,,,,,,,
631008045,5/23/2020,1.1534335,5/24/2020,6/10/2020,9.227468,3,,,,,,,
631008046,2/20/2020,3.155264,2/23/2020,3/5/2020,25.242112,4,,,,,,,
631008055,2/20/2020,2.505428,2/22/2020,3/12/2020,20.043424,2,,,,,,,
631008056,2/4/2020,1.54153,2/5/2020,3/4/2020,12.33224,3,,,,,,,
631008058,5/23/2020,2.5144535,5/25/2020,7/14/2020,20.115628,2,,,,,,,
631008059,2/4/2020,11.25948313,2/15/2020,6/29/2020,90.075865,4,,,,,,,
631008060,5/23/2020,2.313636125,5/25/2020,6/30/2020,18.509089,2,,,,,,,
631008061,5/23/2020,1.259483125,5/24/2020,6/25/2020,10.075865,2,,,,,,,
631008062,5/23/2020,5.259483125,5/28/2020,6/26/2020,42.075865,3,,,,,,,
631008063,5/23/2020,1.324918,5/24/2020,7/8/2020,10.599344,2,,,,,,,
631008064,6/15/2020,5.0559,6/20/2020,7/16/2020,40.4472,3,,,,,,,
631008065,6/17/2020,1.11739,6/18/2020,7/22/2020,8.93912,4,,,,,,,
631008066,6/19/2020,8.665630625,6/27/2020,7/17/2020,69.325045,3,,,,,,,
631008067,4/28/2020,3.36102,5/1/2020,6/17/2020,26.88816,3,,,,,,,
631008068,4/28/2020,5.259483125,5/3/2020,6/4/2020,42.075865,2,,,,,,,
631008069,4/28/2020,1.259483125,4/29/2020,5/26/2020,10.075865,3,,,,,,,
631008070,4/28/2020,4.36102,5/2/2020,6/12/2020,34.88816,3,,,,,,,
631008071,5/23/2020,1.287419167,5/24/2020,7/23/2020,10.29935333,2,,,,,,,
631008072,2/20/2020,2.108306,2/22/2020,5/19/2020,16.866448,4,,,,,,,
631008073,2/13/2020,1.817935938,2/14/2020,4/23/2020,14.5434875,2,,,,,,,
631008074,5/23/2020,2.27527775,5/25/2020,7/21/2020,18.202222,2,,,,,,,
631008075,3/19/2020,1.16697175,3/20/2020,4/30/2020,9.335774,2,,,,,,,
631008076,3/19/2020,28.054153,4/16/2020,5/1/2020,224.433224,3,,,,,,,
631008077,1/25/2020,1.11281875,1/26/2020,2/20/2020,8.90255,4,,,,,,,
631008078,3/12/2020,1.282046875,3/13/2020,5/11/2020,10.256375,3,,,,,,,
631008079,2/20/2020,9.084614063,2/29/2020,5/8/2020,72.6769125,4,,,,,,,
631008080,5/26/2020,7.570862875,6/2/2020,6/16/2020,60.566903,4,,,,,,,
631008081,3/26/2020,8.197432813,4/3/2020,4/13/2020,65.5794625,4,,,,,,,
631008082,3/26/2020,8.197432813,4/3/2020,4/9/2020,65.5794625,3,,,,,,,
631008085,2/20/2020,46.1895355,4/6/2020,5/2/2020,369.516284,4,,,,,,,
631008087,5/29/2020,1.439993125,5/30/2020,6/12/2020,11.519945,3,,,,,,,
631008088,5/29/2020,2.610349438,5/31/2020,10/14/2020,20.8827955,2,,,,,,,
631008089,2/20/2020,2.19404825,2/22/2020,8/20/2020,17.552386,2,,,,,,,
631008090,4/28/2020,2.056409375,4/30/2020,5/6/2020,16.451275,3,,,,,,,
631008091,5/26/2020,5.065449583,5/31/2020,6/17/2020,40.52359667,4,,,,,,,
631008092,5/26/2020,4.458044125,5/30/2020,6/12/2020,35.664353,2,,,,,,,
631008093,4/28/2020,2.056409375,4/30/2020,5/6/2020,16.451275,2,,,,,,,
631008094,4/28/2020,1.1353825,4/29/2020,5/8/2020,9.08306,2,,,,,,,
631008095,4/28/2020,2.631785,4/30/2020,6/23/2020,21.05428,2,,,,,,,
